,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,maintenance_fee,furnishing,state
307,/property/bukit-jalil/the-rainz/sale-6407184/,"The Rainz, Bukit Jalil",Condominium | Corner  , 870000,"Jalan Jalil Perwira 2, Bukit Jalil, 58200, Kuala Lumpur ", 1513 sq. ft., -,4+1,3," 3,921 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
308,/property/bukit-jalil/the-rainz/sale-6407147/,"The Rainz, Bukit Jalil",Condominium | Corner  , 1080000,"Jalan Jalil Perwira 2, Bukit Jalil, 58200, Kuala Lumpur ", 1930 sq. ft., -,5+1,4," 4,867 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
309,/property/bukit-jalil/the-rainz/sale-6407128/,"The Rainz, Bukit Jalil",Condominium | Corner  , 1090000,"Jalan Jalil Perwira 2, Bukit Jalil, 58200, Kuala Lumpur ", 1772 sq. ft., -,4+1,4," 4,912 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
310,/property/kulai/sale-7781524/,"Bandar Putra Kulai, Kulai",2-sty Terrace/Link House | Intermediate  , 500000,"Jalan Kasawari, Bandar Putra Kulai, 81000, Johor ", -, 1540 ,4,3," 2,253 ",Residential,Freehold,-,-,Fully Furnished, Johor
311,/property/johor-bahru/r-f-princess-cove/sale-8425313/,"R&F Princess Cove, Johor Bahru",Serviced Residence | Intermediate  , 790000,"Jalan Tanjung Puteri, Johor Bahru, Johor ", 873 sq. ft., -,2,1," 3,560 ",Residential,Freehold,-,-,Partly Furnished, Johor
312,/property/klcc/four-seasons-place/sale-8153645/,"Four Seasons Place, Jalan Ampang, KLCC",Condominium | Corner  , 23540000,"Jalan Ampang, 50450, Kuala Lumpur ", 7026 sq. ft., -,5+2,7," 106,091 ",-,Freehold,RM 3350,-,Partly Furnished, Kuala Lumpur
313,/property/klcc/hampshire-residences/sale-7193131/,"Hampshire Residences, Hampshire Park, KLCC",Condominium | Corner  , 2300000,"Persiaran Hampshire, Hampshire Park, 50450, Kuala Lumpur ", 2916 sq. ft., -,4+1,5," 10,366 ",-,Freehold,RM 789,-,Fully Furnished, Kuala Lumpur
314,/property/iskandar-puteri-nusajaya/sale-7807102/,"Eco Botanic Greenland, Iskandar Puteri (Nusajaya)",Semi-detached House | Intermediate  , 1600000,"Eco Botanic. Jalan Eko Botanik, nusajaya. horizon hills. nusa duta, East ledang, Eco Botanic Greenland, Johor ", 3420 sq. ft., 40 x 80 ,4+1,5," 7,211 ",Residential,Freehold,-,-,Fully Furnished, Johor
315,/new-property/property/kota-kemuning/aman-1-tropicana-aman/new-5953/,"Aman 1, Tropicana Aman",Apartment  ,0,"Kota Kemuning, Selangor ", From 870 - 1000 sq. ft., 9.58 acres ,2 - 3,2," 1,848 ",Residential,-,From RM 448,-,-, Selangor
316,/property/johor-bahru/sale-8176514/,"Eco Spring Dover, Johor Bahru, Johor Bahru",Cluster House | Intermediate  , 1100000,"Jalan Ekoflora, Taman Ekoflora, Johor Bahru, Eco Spring Dover, Johor Bahru, 81100, Johor ", 2360 sq. ft., 32x80 ,4,5," 4,958 ",Residential,Freehold,-,-,Fully Furnished, Johor
317,/property/bandar-utama/sale-7099356/,"BU6, Petaling Jaya, Bandar Utama",2.5-sty Terrace/Link House | Intermediate  , 1700000,"Jln BU6/13, BU6, Petaling Jaya, 47800, Selangor ", 3000 sq. ft., 22x75 ,5+1,4," 7,662 ",Residential,Freehold,-,-,Partly Furnished, Selangor
318,/new-property/property/seremban/cadena-iii-ara-sendayan-semi-detached/new-6006/,Cadena III @ Ara Sendayan (Semi-Detached),Semi-detached House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan ", From 2398 - 3066 sq. ft., -,4,4," 5,809 ",Residential,-,Contact for price,-,-, Negeri Sembilan
319,/property/bandar-utama/sale-7099352/,"BU11, Petaling Jaya, Bandar Utama",2.5-sty Terrace/Link House | Intermediate  , 1250000,"Jln BU11/5, BU11, Petaling Jaya, 47800, Selangor ", 2734 sq. ft., 22x75 ,4+1,4," 5,634 ",Residential,Freehold,-,-,Unfurnished, Selangor
320,/property/johor-bahru/sale-8211888/,"Eco Spring, Bradford, Johor Bahru, Johor Bahru",Cluster House | Intermediate  , 1300000,"Jalan Ekoflora, Taman Ekoflora, Eco Spring, Bradford, Johor Bahru, 81100, Johor ", 2860 sq. ft., 35x80 ,4,5," 5,859 ",Residential,Freehold,-,-,Unfurnished, Johor
321,/property/johor-bahru/sale-7776421/,"Eco Summer, Walton, Johor Bahru, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 760000,"Jalan Ekoflora, Taman Ekoflora, Eco Summer, Walton, Johor Bahru, Johor ", 1980 sq. ft., 20x80 ,4,3," 3,425 ",Residential,Freehold,-,-,Partly Furnished, Johor
322,/new-property/property/seremban/cadena-iii-ara-sendayan/new-5999/,Cadena III @ Ara Sendayan,2-sty Terrace/Link House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan ", From 2398 - 3066 sq. ft., -,4,4," 2,970 ",Residential,-,From RM 275,-,-, Negeri Sembilan
323,/property/johor-bahru/sale-8400301/,"Taman Glenmarie Johor, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 638000,"Glenmarie Johor, Taman Glenmarie Johor, Johor ", 2158 sq. ft., 22x75 ,4,3," 2,875 ",Residential,Freehold,-,-,Unfurnished, Johor
324,/property/usj/sale-8501249/,"Jalan USJ 11 subang jaya  Petaling jaya, USJ",Semi-detached House | Intermediate  , 1980000,"Jalan USJ 11 subang jaya  Petaling jaya, 47620, Selangor ", 2800 sq. ft., 45 x 85 ,4,3," 8,924 ",Residential,Freehold,-,-,Partly Furnished, Selangor
325,/property/johor-bahru/sale-7263839/,"Eco Spring,Dover, Johor Bahru, Johor Bahru",Cluster House | Intermediate  , 1100000,"Eco Spring.Ekoflora. Johor Bahru., Eco Spring,Dover, Johor Bahru, 81100, Johor ", 2360 sq. ft., 32 x 80 ,4,4," 4,958 ",Residential,Freehold,-,-,Partly Furnished, Johor
326,/new-property/property/seremban/crisantha-resort-homes-bandar-sri-sendayan/new-5942/,"Crisantha, Resort Homes @ Bandar Sri Sendayan",2-sty Terrace/Link House  ,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan ", From 2863 - 3220 sq. ft., 1680 sq. ft. ,4,4," 2,997 ",Residential,-,Contact for price,-,-, Negeri Sembilan
327,/property/iskandar-puteri-nusajaya/sale-7979661/,"Eco Botanic Featherstone, Iskandar Puteri (Nusajaya)",Cluster House | Intermediate  , 1065000,"Eco Botanic. Jalan Eko Botanik, nusajaya.east ledang, Nusa duta, Eco Botanic Featherstone, Johor ", 2670 sq. ft., 35 x 70 ,4+1,5," 4,800 ",Residential,Freehold,-,-,Unfurnished, Johor
328,/property/horizon-hills/sale-8447089/,"Horizon Hills CANAL SOUTH, Horizon Hills",Cluster House | Intermediate  , 980000,"Jalan Maya, horizon hills. nusajaya, Horizon Hills CANAL SOUTH, 79100, Johor ", 2500 sq. ft., 32 x 70 ,4+1,4," 4,417 ",Residential,Freehold,-,-,Partly Furnished, Johor
329,/property/sungai-buloh/sale-5986410/,"Subang, Puncak  Alam, Kota Damansara, Sungai Buloh",2-sty Terrace/Link House | Intermediate  , 340000,"Subang, Puncak  Alam, Kota Damansara, 47000, Selangor ", 1420 sq. ft., 22x75 ,4,2," 1,532 ",Residential,Leasehold,-,-,Unfurnished, Selangor
330,/property/gelang-patah/sale-8477678/,"FUL LOAN - Pulai Indah, Kangkar Pulai, Gelang Patah",1-sty Terrace/Link House | Intermediate  , 350000,"Jalan PI, Pulai Indah, FUL LOAN - Pulai Indah, Kangkar Pulai, Johor ", 1400 sq. ft., 1400 ,3,2," 1,577 ",Residential,Freehold,-,-,Partly Furnished, Johor
331,/property/horizon-hills/sale-8300493/,"Horizon Hill Valley West, Horizon Hills",2-sty Terrace/Link House | Intermediate  , 768000,"Jalan Gita, Horizon Hills, Nusajaya, Iskandar Puteri, Johor Bahru, Horizon Hill Valley West, 79100, Johor ", 2360 sq. ft., 22x75 ,4+1,4," 3,461 ",Residential,Freehold,-,-,Partly Furnished, Johor
332,/property/damansara-heights/sale-5351526/,"Seri Beringin Damansara Heights, Damansara Heights",Semi-detached House | Intermediate  , 4300000,"Seri Beringin Damansara Heights, 50490, Kuala Lumpur ", 3090 sq. ft., 3600 ,4+1,6," 19,379 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
333,/property/horizon-hills/sale-8140775/,"Horizon Hills, Canal Garden, Horizon Hills",2-sty Terrace/Link House | Intermediate  , 798000,"Horizon Hills, Horizon Hills, Canal Garden, 79100, Johor ", 2300 sq. ft., 22x75 ,4+1,5," 3,596 ",Residential,Freehold,-,-,Partly Furnished, Johor
334,/property/horizon-hills/sale-8477518/,"Canal Garden South, Horizon Hills",Cluster House  , 998000,"Jalan Maya, Horizon Hills, Iskandar Puteri, Johor Bahru, Canal Garden South, 79100, Johor ", 2515 sq. ft., 32x70 ,4+1,5," 4,498 ",-,Freehold,-,-,Partly Furnished, Johor
335,/property/damansara-heights/sale-3244431/,Damansara Heights,Bungalow  , 4800000,"50490, Kuala Lumpur ", 4200 sq. ft., 5900 ,4+2,4," 21,633 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
336,/property/damansara-heights/sale-3244431/,Damansara Heights,Bungalow  , 4800000,"50490, Kuala Lumpur ", 4200 sq. ft., 5900 ,4+2,4," 21,633 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
337,/property/valencia/sale-7896041/,"Valencia,Sungai Buloh, Sg Buloh, Valencia",Semi-detached House | Intermediate  , 2150000,"Valencia,Sg Buloh,Selangor, Valencia,Sungai Buloh, Sg Buloh, 47000, Selangor ", 3100 sq. ft., 3900 ,4+1,5," 9,690 ",Residential,Leasehold,-,-,Unfurnished, Selangor
338,/property/senai/sale-8470478/,"FUL LOAN - Taman Jaya Sepakat, Senai, Senai",1-sty Terrace/Link House | EndLot  , 340000,"FUL LOAN - Taman Jaya Sepakat, Senai, Johor ", 1540 sq. ft., -,3+1,3," 1,532 ",-,Freehold,-,-,Partly Furnished, Johor
339,/new-property/property/sepang/serenia-city-serenia-arina/new-6004/,Serenia City : Serenia Arina,2-sty Terrace/Link House  ,0,"Serenia City, Sepang, Selangor ", From 1946 - 2152 sq. ft., -,4,4," 2,834 ",Residential,-,Contact for price,-,-, Selangor
340,/property/ulu-tiram/sale-8340827/,"Bestari Indah, Ulu Tiram, Ulu Tiram",2-sty Terrace/Link House | EndLot  , 450000,"Jalan Bestari, Bestari Indah, Ulu Tiram, Bestari Indah, Ulu Tiram, Johor ", 1540 sq. ft., 1540 ,4,3," 2,028 ",Residential,Freehold,-,-,Unfurnished, Johor
341,/property/johor-bahru/sale-8477159/,"Taman Seri Austin, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 788000,"Jalan Seri Austin 3/3x Taman Seri Austin, Taman Seri Austin, 81100, Johor ", 2588 sq. ft., 26x80 ,4,4," 3,551 ",Residential,Freehold,-,-,Unfurnished, Johor
342,/new-property/property/kl-city/the-birch/new-5996/,The Birch,Serviced Residence  ,0,"Jalan Kasipillay, KL City, Kuala Lumpur ", From 611 - 983 sq. ft., 1.86 acres ,2 - 4,2," 1,568 ",Residential,-,Contact for price,-,-, Kuala Lumpur
343,/property/klcc/suria-stonor/sale-7636220/,"Suria Stonor, KLCC",Serviced Residence  , 2150000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ", 3283 sq. ft., -,3+1,4," 9,690 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
344,/property/horizon-hills/sale-8477078/,"Taman Nusa Duta, Horizon Hills",Semi-detached House | Corner  , 1180000,"Taman Nusa Duta, 79100, Johor ", 3018 sq. ft., 3888 ,6,4," 5,318 ",Residential,Freehold,-,-,Fully Furnished, Johor
345,/property/tanjong-tokong/the-tamarind/sale-7306807/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence | Intermediate  , 1050000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1241 sq. ft., -,3,2," 4,732 ",-,-,-,-,-, Penang
346,/new-property/property/klang/bandar-bukit-raja-laman-lakeside/new-6000/,Bandar Bukit Raja : Laman Lakeside,Semi-detached House  ,0,"Bandar Bukit Raja, Klang, Selangor ", From 3106 - 4500 sq. ft., 5 acres ,6,5 - 6," 6,760 ",Residential,-,Contact for price,-,-, Selangor
347,/property/mont-kiara/seni-mont-kiara/sale-8477040/,"Seni Mont Kiara, Mont Kiara",Condominium  , 2000000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 2411 sq. ft., -,3+1,4," 9,014 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
348,/property/tanjong-tokong/the-tamarind/sale-7424953/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Serviced Residence  , 698000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1047 sq. ft., -,3,2," 3,146 ",Commercial,Freehold,-,-,Unfurnished, Penang
349,/property/johor-bahru/sale-6789713/,"Eco Summer, EcoWorld, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 750000,"Jalan Ekoflora 1, Eco Summer, EcoWorld, 81100, Johor ", 2170 sq. ft., 20x80 ,4,4," 3,380 ",Residential,Freehold,-,-,Partly Furnished, Johor
350,/new-property/property/kuchai-lama/m-oscar/new-5997/,M Oscar,Serviced Residence  ,0,"Kuchai Lama, Kuala Lumpur ", From 708 - 1198 sq. ft., 4.63 acres ,2 - 4,2 - 3," 1,929 ",Commercial,-,From RM 650,-,-, Kuala Lumpur
351,/property/gelugor/starhill-luxury-residence/sale-6582420/,"Starhill Luxury Residence , Sunway Bukit Gambir, Gelugor",Condominium  , 738000,"Jalan Bukit Gambir,Off Persiaran Bukit Gambir,, Sunway Bukit Gambir, 11700, Penang ", 1283 sq. ft., -,3,2," 3,326 ",Residential,Freehold,-,-,Unfurnished, Penang
352,/property/masai/taman-plentong-utama/sale-8477013/,"Taman Plentong Utama, Taman Plentong Utama, Masai",Flat  , 115000,"Jalan Bunga Daisi 8, Taman Plentong Utama, 81750, Johor ", 753 sq. ft., -,3,2, 518 ,-,-,-,-,Partly Furnished, Johor
353,/property/horizon-hills/sale-8476947/,"Taman Nusa Duta, Horizon Hills",Semi-detached House | Intermediate  , 2100000,"Taman Nusa Duta, 79100, Johor ", 3774 sq. ft., 4000 ,5+1,5," 9,464 ",Residential,Freehold,-,-,Partly Furnished, Johor
354,/property/jalan-klang-lama-old-klang-road/sky-ville-8-benteng/sale-8476854/,"SkyVille 8 @ Benteng, Jalan Klang Lama (Old Klang Road)",Serviced Residence  , 600000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur ", 1052 sq. ft., -,2+1,3," 2,704 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
355,/property/selayang/amara/sale-8476934/,"Amara, Selayang",Serviced Residence | EndLot  , 369000,"Jalan Raintree Utama Off Jalan Station, Selayang, 68100, Selangor ", 1229 sq. ft., 1229 ,3,2," 1,663 ",Residential,Freehold,-,-,Unfurnished, Selangor
356,/property/oug/sale-8427690/,"Taman OUG, OUG",3-sty Terrace/Link House  , 880000,"Taman OUG, 58200, Kuala Lumpur ", 2549 sq. ft., 1600 ,5+1,5," 3,966 ",Residential,Leasehold,-,-,-, Kuala Lumpur
357,/property/seri-kembangan/sale-8262409/,"Taman Prima Tropika, Seri Kembangan",2-sty Terrace/Link House | Intermediate  , 698000,"Taman Prima Tropika, Selangor ", -, 24x70 ,4,3," 3,146 ",Residential,Leasehold,-,-,Unfurnished, Selangor
358,/property/puchong/sale-8182925/,"Taman Kinrara, Bandar Kinrara, Puchong",1-sty Terrace/Link House | Intermediate  , 390000,"Taman Kinrara, Bandar Kinrara, Selangor ", 900 sq. ft., 20x55 ,3,2," 1,758 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
359,/property/rawang/sale-4362741/,"Bandar Country Homes, Rawang",2-sty Terrace/Link House | EndLot  , 338000,"Bandar Country Homes, Selangor ", -, 18x65 ,4,3," 1,523 ",Residential,Freehold,-,-,Partly Furnished, Selangor
360,/property/desa-park-city/sale-7440369/,"Safa Terraces, Desa ParkCity",3-sty Terrace/Link House | Intermediate  , 2250000,"Safa Terraces, Kuala Lumpur ", 3200 sq. ft., 22x75 ,4+1,4," 10,140 ",-,-,-,-,-, Kuala Lumpur
361,/property/iskandar-puteri-nusajaya/sale-8476776/,"nusa indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 550000,"jalan ceria, nusa indah, Johor ", 1800 sq. ft., 1540 ,4,3," 2,479 ",Residential,Freehold,-,-,Partly Furnished, Johor
362,/property/skudai/sale-8476721/,"Mutiara Rini Home 1, Skudai",2-sty Terrace/Link House | Intermediate  , 680000,"Jalan Abadi Taman Mutiara Rini, Mutiara Rini Home 1, 81300, Johor ", -, 22x70 ,5,4," 3,065 ",-,Freehold,-,-,Partly Furnished, Johor
363,/new-property/property/seremban/lunaria-3-resort-homes-bandar-sri-sendayan/new-5639/,"Lunaria 3, Resort Homes @ Bandar Sri Sendayan",2-sty Terrace/Link House  ,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan ", From 3164 sq. ft., 22' x 85' ,4,4," 3,375 ",Residential,-,Contact for price,-,-, Negeri Sembilan
364,/property/kota-kemuning/sale-8476738/,"Liparis Residence, Kota Kemuning",2-sty Terrace/Link House | Corner  , 1280000,"Liparis Residence, Selangor ", 2400 sq. ft., 44x70 ,5+1,3," 5,769 ",Residential,Freehold,-,-,Partly Furnished, Selangor
365,/property/johor-bahru/sale-8467189/,"Taman Adda Height, Johor Bahru",Cluster House | EndLot  , 1350000,"Jalan Adda , Taman Adda Height, 81100, Johor ", -, 42ft x 70ft ,5+1,5," 6,084 ",Residential,Freehold,-,-,-, Johor
366,/new-property/property/pengerang/precint-1-the-maris-desaru-coast/new-5875/,Precint 1 The Maris Desaru Coast,2-sty Terrace/Link House,0,"Desaru Coast, Pengerang, Johor ", -, -,0,0, 0 ,Residential,-,Contact for price,-,-, Johor
367,/property/iskandar-puteri-nusajaya/one-sentral-serviced-residence/sale-8090676/,"One Sentral Serviced Residence, Iskandar Puteri (Nusajaya)",Serviced Residence | Intermediate  , 368000,"Jalan Sentral Utama, Iskandar Puteri (Nusajaya), 79100, Johor ", 740 sq. ft., -,2,2," 1,659 ",Residential,-,-,-,Fully Furnished, Johor
368,/property/cyberjaya/aspire-residence/sale-7098518/,"Aspire Residence, Cyberjaya",Serviced Residence | Corner  , 330000,"Cyberjaya, 47130 Cyberjaya, Selangor", 900 sq. ft., -,3,2," 1,487 ",Residential,Freehold,-,-,Partly Furnished, Selangor
369,/property/johor-bahru/sale-7284255/,"Taman Mount Austin, Austin Height, Johor Bahru",Semi-detached House | Intermediate  , 1350000,"Jalan Austin Heights, Mount Austin, Taman Mount Austin, Austin Height, 81100, Johor ", -, 40ft x 80ft ,4+1,5," 6,084 ",Residential,Freehold,-,-,Partly Furnished, Johor
370,/new-property/property/pasir-gudang/the-orchid/new-5998/,The Orchid,2-sty Terrace/Link House  ,0,"Meridin East, Pasir Gudang, Johor ", From 1782 sq. ft., 20' x 65' ,4,3," 2,087 ",Residential,-,Contact for price,-,-, Johor
371,/property/seremban/sale-6777090/,"Hijayu, Dextora, Sendayan, S2, Seremban",2-sty Terrace/Link House | Intermediate  , 490000,"70300, Hijayu, Dextora, Sendayan, S2, 70300, Negeri Sembilan ", 2400 sq. ft., 1600 ,4,4," 2,208 ",Residential,Freehold,RM 306.25,-,Unfurnished, Negeri Sembilan
372,/property/jalan-klang-lama-old-klang-road/the-scott-garden-soho/sale-6710634/,"The Scott Garden SOHO, Jalan Klang Lama (Old Klang Road)",Serviced Residence  , 380000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58000, Kuala Lumpur ", 775 sq. ft., -,1,2," 1,713 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
373,/property/senawang/sale-6724923/,"Nusa Intan , Senawang , Seremban, Lavend, Senawang",Semi-detached House | Corner  , 768000,"NUSA INTAN TROPICA VILLE (TYPE C) , Nusa Intan , Senawang , Seremban, Lavend, 70450, Negeri Sembilan ", 2945 sq. ft., 5619 ,5+1,6," 3,461 ",Residential,Freehold,RM 136.68,-,Unfurnished, Negeri Sembilan
374,/new-property/property/cheras/m-vertica/new-5466/,M Vertica,Serviced Residence  ,0,"Kuala Lumpur, Cheras, Kuala Lumpur ", From 850 - 1000 sq. ft., 11.25 ,3 - 4,2," 2,163 ",Commercial,-,From RM 530,-,-, Kuala Lumpur
375,/property/setia-tropika/sale-8466253/,"Taman Setia Tropika, Setia Tropika",2-sty Terrace/Link House  , 598000,"Jalan setia Tropika, Taman Setia Tropika, 81200, Johor ", 1950 sq. ft., 20x70 ,4,3," 2,695 ",Residential,Freehold,-,-,-, Johor
376,/property/setia-tropika/sale-7923381/,"Taman Setia Tropika, Setia Tropika",2-sty Terrace/Link House | Intermediate  , 648000,"Taman Setia Tropika, 81200, Johor ", 1755 sq. ft., 20x65 ,3,4," 2,920 ",Residential,Freehold,-,-,Partly Furnished, Johor
377,/property/seremban/sale-5089270/,"Rasah Kemayan RK6, Seremban 2, S2 Height, Seremban",Bungalow | Corner  , 690000,"70300, Rasah Kemayan RK6, Seremban 2, S2 Height, 70300, Negeri Sembilan ", 3200 sq. ft., 8000 ,6,6," 3,110 ",Residential,Freehold,RM 86.25,-,Unfurnished, Negeri Sembilan
378,/property/rawang/sale-4468271/,"Alcedo, Saujana Rawang, Rawang",Semi-detached House | Intermediate  , 880000,"Emerald West, Anggun, M Residence, Regency Parc, Alcedo, Saujana Rawang, 48000, Selangor ", 3270 sq. ft., 35x80 ,4,3," 3,966 ",Residential,Leasehold,RM 280.73,-,Unfurnished, Selangor
379,/property/bandar-utama/sale-8411427/,"Jln BU4, Petaling Jaya, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1350000,"Bandar Utama, Jln BU4, Petaling Jaya, 47800, Selangor ", 2000 sq. ft., 22x75 ,3+1,3," 6,084 ",Residential,Freehold,-,-,Partly Furnished, Selangor
380,/property/johor-bahru/sale-7334482/,"Taman Setia Eco Cascadia, Neptune, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 650000,"Jalan Eco Cascadia, Taman Setia Eco Cascadia, Neptune, 81100, Johor ", 2120 sq. ft., 20x80 ,4,4," 2,929 ",Residential,Freehold,-,-,-, Johor
381,/property/johor-bahru/sale-7128600/,"Taman Eco Cascadia  , Johor Bahru",2-sty Terrace/Link House | EndLot  , 850000,"Jalan Eco Cascadia, Taman Eco Cascadia  , 81100, Johor ", 2300 sq. ft., 30x80 ,4+1,4," 3,831 ",Residential,Freehold,-,-,Fully Furnished, Johor
382,/property/bandar-utama/sale-6951255/,"Jln BU7/4, Petaling Jaya, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1290000,"Bandar Utama, Jln BU7/4, Petaling Jaya, 47800, Selangor ", 2200 sq. ft., 22x75 ,3+1,3," 5,814 ",Residential,Freehold,-,-,Partly Furnished, Selangor
383,/property/tanjung-bungah/azuria-condominium/sale-8475933/,"Azuria Condominium, Tanjung Bungah",Condominium | Intermediate  , 290000,"No. 18, Jalan Lembah Permai, Tanjong Bungah,, Tanjung Bungah, 11200, Penang ", 689 sq. ft., -,3,2," 1,307 ",Residential,Freehold,-,-,Unfurnished, Penang
384,/property/johor-bahru/sale-8302911/,"Eco Summer, Knighton, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 767000,"Taman Ekoflora,, Eco Summer, Knighton, 81100, Johor ", 1980 sq. ft., 20x80 ,4,3," 3,457 ",Residential,Freehold,-,-,Fully Furnished, Johor
